1, Đường Lâm Hoành, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0632809,108.2451968
28, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.057484,108.2409536
29, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0574771,108.2409556
30, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0574702,108.2409575
31, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0574633,108.2409595
32, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0574563,108.2409614
33, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0574494,108.2409634
34, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0575437,108.2409758
35, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0574356,108.2409673
36, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0574287,108.2409692
37, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0569601,108.2412828
38, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0574148,108.2409731
39, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0574079,108.240975
40, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0574216,108.2410565
41, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0573807,108.2409827
42, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0573605,108.2409884
43, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0573402,108.2409941
44, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0573199,108.2409998
45, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0572997,108.2410055
46, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0572794,108.2410112
47, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0572591,108.2410169
48, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0572389,108.2410226
49, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0572186,108.2410283
50, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0571984,108.241034
51, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0571781,108.2410397
52, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0571564,108.2410459
53, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0571347,108.241052
54, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.057113,108.2410581
55, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0568818,108.2412314
56, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0570697,108.2410703
57, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0569781,108.241096
58, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0568868,108.2411218
59, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0568867,108.2411218
60, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0568867,108.2411218
61, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0568867,108.2411218
62, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0568867,108.2411218
63, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0568867,108.2411218
64, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0568561,108.2412582
65, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0568868,108.2411218
66, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0568656,108.2411277
67, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0568444,108.2411337
68, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0568233,108.2411396
69, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0568022,108.2411456
70, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0567325,108.2414357
71, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0567599,108.2411575
72, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0567388,108.2411634
73, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0567176,108.2411694
74, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0566965,108.2411753
75, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0566815,108.2411795
76, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0566859,108.2412583
77, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0566174,108.2411976
78, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0565682,108.2412114
79, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0565191,108.2412253
80, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.056501,108.2413582
81, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.05647,108.2412391
82, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.05647,108.2412391
83, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561303,108.2414992
84, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561202,108.2414618
85, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561303,108.2414992
86, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561303,108.2414992
87, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561303,108.2414992
88, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561303,108.2414992
89, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
90, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
91, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
92, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
93, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
94, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
95, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
96, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
97, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
98, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
99, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
100, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
101, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
102, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
103, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
104, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
105, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
106, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
107, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
108, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
109, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
110, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
111, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
112, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
113, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
114, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
115, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
116, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
117, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
118, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
119, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
120, Thủ Khoa Huân, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0561496,108.2414936
1, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.061642,108.2360674
2, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0618059,108.2356082
3, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0635009,108.2448997
4, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.06183,108.2361758
5, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0618282,108.2361761
6, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0618282,108.2361761
7, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0618282,108.2361761
8, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0618282,108.2361761
9, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0633775,108.2432494
10, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0621777,108.2382481
11, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0621718,108.2373181
12, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.06183,108.2361758
13, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0618282,108.2361759
14, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0619915,108.2361494
15, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0618282,108.2361756
16, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.06183,108.2361758
17, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0635882,108.2446848
18, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0618282,108.2361756
19, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0631338,108.2420054
20, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629966,108.2419189
21, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0634859,108.2446351
22, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0618282,108.2361756
23, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.063486,108.2445938
24, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0618282,108.2361756
25, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0634781,108.2444591
26, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0618282,108.2361756
27, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.06343,108.2443809
28, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0618282,108.2361756
29, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0633899,108.2443125
30, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629966,108.2419189
31, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.063354,108.2442416
32, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629966,108.2419189
33, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0633525,108.2441882
34, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629966,108.2419189
35, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629966,108.2419189
36, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629966,108.2419189
37, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0632999,108.2440954
38, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629966,108.2419189
39, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0633075,108.2439517
40, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629966,108.2419189
41, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0632683,108.243889
42, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0621411,108.2380442
43, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0632462,108.2438204
44, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0621411,108.2380442
45, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0631945,108.2437621
46, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0621411,108.2380442
47, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0632013,108.2436384
48, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0621411,108.2380442
49, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0621411,108.2380442
50, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0621411,108.2380442
51, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0621411,108.2380442
52, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0622477,108.23791
53, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0621411,108.2380442
54, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0621411,108.2380442
55, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0630653,108.2432343
56, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0621411,108.2380442
57, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0630541,108.2431981
58, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0620913,108.23775
59, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.063043,108.2431618
60, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0620913,108.23775
61, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0620913,108.23775
62, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0622211,108.2377287
63, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0620913,108.23775
64, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0620913,108.23775
65, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0630094,108.2430531
66, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0620913,108.23775
67, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629983,108.2430169
68, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0620913,108.23775
69, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629558,108.2429912
70, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0620913,108.23775
71, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629738,108.2429377
72, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0620913,108.23775
73, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629606,108.2428947
74, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0620913,108.23775
75, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629473,108.2428517
76, Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0620913,108.23775
77, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.062934,108.2428087
78, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0622365,108.2396733
79, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629208,108.2427658
80, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0622365,108.2396733
81, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0629075,108.2427228
82, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0622365,108.2396733
83, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0628943,108.2426798
84, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0622365,108.2396733
85, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.062912,108.2426259
86, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0622365,108.2396733
87, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.062786,108.2423821
88, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0618549,108.239724
89, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0628285,108.2422681
90, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0628239,108.242259
91, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0628032,108.242253
92, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0628127,108.2422197
93, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0628042,108.2421902
94, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0627958,108.2421606
95, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0627874,108.2421311
96, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0627789,108.2421015
97, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0627999,108.2420629
98, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.06277,108.2420703
99, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0627695,108.2420685
100, Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.062769,108.2420668
